id	title	text	author	date	url	source	section_name	source_name
wikipedia_10	Intelligence artificielle	"Recherche et optimisation
Certains problèmes nécessitent de chercher intelligemment parmi de nombreuses solutions possibles."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 11	
wikipedia_11	Intelligence artificielle	"Recherche locale
La recherche locale, ou recherche par optimisation, repose sur l'optimisation mathématique pour trouver une solution numérique à un problème, en améliorant progressivement la solution choisie.
En particulier, en apprentissage automatique, la descente de gradient permet de trouver une solution localement optimale, étant donné une fonction de coût à minimiser en faisant varier les paramètres du modèle. Elle consiste, à chaque étape, à modifier les paramètres à optimiser dans la direction qui permet de réduire le mieux la fonction de coût. La solution obtenue est localement optimale, mais il se peut qu'il y ait globalement de meilleures solutions, qui auraient pu être obtenues avec différentes valeurs initiales de paramètres. Les modèles d'IA modernes peuvent avoir des milliards de paramètres à optimiser, et utilisent souvent des variantes plus complexes et efficaces de la descente de gradient.
Les algorithmes évolutionnistes, inspirés de la théorie de l'évolution, utilisent une forme de recherche par optimisation. À chaque étape, des opérations telles que la « mutation » ou le « croisement » sont effectuées de manière aléatoire pour obtenir différentes variantes, et les variantes les mieux adaptées sont sélectionnées pour l'étape suivante."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 12	
wikipedia_12	Intelligence artificielle	"Recherche dans l'espace des états
La recherche dans l'espace des états vise à trouver un état accomplissant l'objectif à travers un arbre des états possibles. Par exemple, la recherche antagoniste est utilisée pour des programmes jouant à des jeux tels que les échecs ou le go. Elle consiste à parcourir l'arbre des coups possibles par le joueur et son adversaire, à la recherche d'un coup gagnant. La simple recherche exhaustive est rarement suffisante en pratique vu le nombre d'états possibles. Des heuristiques sont utilisées pour prioriser les chemins les plus prometteurs."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 13	
wikipedia_13	Intelligence artificielle	"Logique
La logique formelle est utilisée pour le raisonnement et la représentation des connaissances. Elle se décline en deux principales formes, la logique propositionnelle et la logique prédicative. La logique propositionnelle opère sur des affirmations qui sont vraies ou fausses, et utilise la logique connective avec des opérateurs tels que « et », « ou », « non » et « implique ». La logique prédicative étend la logique propositionnelle et peut aussi opérer sur des objets, prédicats ou relations. Elle peut utiliser des quantificateurs comme dans « Chaque X est un Y » ou « Certains X sont des Y ».
L'inférence logique (ou déduction) est le processus qui consiste à fournir - à l'aide d'un moteur d'inférence - une nouvelle affirmation (la conclusion) à partir d'autres affirmations connues comme étant vraies (les prémisses). Une règle d'inférence décrit les étapes valides d'une preuve ; la plus générale est la règle de résolution. L'inférence peut être réduite à la recherche d'un chemin amenant des prémisses aux conclusions, où chaque étape est une application d'une règle d'inférence. Mais à part pour de courtes preuves dans des domaines restreints, la recherche exhaustive prend beaucoup de temps.
La logique floue assigne des valeurs de vérité entre 0 et 1, permettant de gérer des affirmations vagues, comme « il fait chaud ». La logique non monotone permet d'annuler certaines conclusions. Diverses autres formes de logique sont développées pour décrire de nombreux domaines complexes."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 14	
wikipedia_14	Intelligence artificielle	"Méthodes probabilistes et gestion de l'incertitude
De nombreux problèmes en IA (raisonnement, planification, apprentissage, perception, robotique, etc.) nécessitent de pouvoir opérer à partir d'informations incomplètes ou incertaines.
Certaines techniques reposent sur l'inférence bayésienne, qui fournit une formule pour mettre à jour des probabilités subjectives étant données de nouvelles informations. C'est notamment le cas des réseaux bayésiens. L'inférence bayésienne nécessite souvent d'être approximée pour pouvoir être calculée.
Les méthodes de Monte-Carlo sont un ensemble de techniques pour résoudre des problèmes complexes en effectuant aléatoirement de nombreuses simulations afin d'approximer la solution.
Les réseaux de neurones peuvent aussi être optimisés pour fournir des estimations probabilistes."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 15	
wikipedia_15	Intelligence artificielle	Des outils mathématiques précis ont été développés pour analyser comment des agents peuvent faire des choix et des plans en utilisant la théorie de la décision, la maximisation de l'espérance et la théorie de la valeur de l'information. Ces techniques comprennent des modèles tels que les processus de décision markoviens, la théorie des jeux et les mécanismes d'incitation.			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 16	
wikipedia_16	Intelligence artificielle	"Classifieurs et méthodes statistiques
De nombreux modèles d'IA ont pour but d'assigner une catégorie (classification), une valeur (régression) ou une action à des données fournies. Les méthodes de classification comprennent arbres de décision, k plus proches voisins, machine à vecteurs de support ou classification bayésienne naïve,. Les réseaux de neurones peuvent également faire de la classification."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 17	
wikipedia_17	Intelligence artificielle	"Histoire
Comme précurseur à l'intelligence artificielle, divers automates ont été créés au cours de l'histoire, dont le canard de Vaucanson ou les automates d'Al-Jazari. Certains automates remontent à l'Antiquité et étaient utilisés pour des cérémonies religieuses. Des mythes et rumeurs rapportent également la création d'êtres intelligents, par exemple les golems.
Des philosophes et mathématiciens comme Raymond Lulle, Leibniz ou George Boole ont cherché à formaliser le raisonnement et la génération d'idées.
Au XXe siècle, Alan Turing a notamment inventé un modèle de calcul par la suite appelé machine de Turing, exploré la notion de calculabilité et d'intelligence des machines, et proposé le « jeu de l'imitation » (test de Turing) pour évaluer l'intelligence de futures machines. Le terme « intelligence artificielle » a été mis en avant par John McCarthy lors de la conférence de Dartmouth en 1956, où l'intelligence artificielle a été établie en tant que discipline à part entière,. Dans les années qui ont suivi, des chercheurs ont proposé diverses preuves de concept, dans des situations spécifiques, de ce que les machines peuvent faire en théorie. Par exemple, le programme ELIZA pouvait se faire passer pour un psychothérapeute, et le Logic Theorist pouvait démontrer des théorèmes.
La fin du siècle a été marquée par des périodes d'enthousiasme, et deux périodes de désillusion et de gel des financements appelées « hivers de l'IA », la première de 1974 à 1980 et la seconde de 1987 à 1993. Les systèmes experts ont été particulièrement populaires dans les années 1980, malgré leur fragilité et la difficulté à implémenter manuellement les bonnes règles d'inférences. Des techniques d'apprentissage automatique se sont développées (réseaux de neurones, rétropropagation du gradient, algorithmes génétiques) ainsi que l'approche connexionniste. Mais les faibles puissances de calcul et le manque de données d'entraînement limitait leur efficacité. Certains domaines n'ont progressivement plus été considérés comme faisant partie de l'intelligence artificielle, à mesure qu'une solution efficace était trouvée ; un phénomène parfois appelé « effet IA »."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 18	
wikipedia_18	Intelligence artificielle	"Les performances des ordinateurs s'accroissant continuellement, en 1996 pour la première fois un supercalculateur a gagné plusieurs parties au jeu d'échec contre le champion du monde.
Dans les années 2000, le Web 2.0, le big data et de nouvelles infrastructures et capacités de calcul ont permis l'exploration de masses de données sans précédent. En 2005, le projet Blue Brain a débuté, ayant pour objectif de simuler le cerveau de mammifères. En 2012, le réseau neuronal convolutif AlexNet a lancé l'utilisation de processeurs graphiques pour entraîner des réseaux de neurones, décuplant ainsi les capacités de calcul dédiées à l'apprentissage. La même année un programme a gagné 4 des 5 parties de Go disputées contre le meilleur joueur du monde. Des organisations visant à créer une intelligence artificielle générale ont vu le jour, comme DeepMind en 2010 et OpenAI en 2015. Dès les années 2010, des outils d'intelligence artificielle (spécialisée ou générative) ont accompli des progrès spectaculaires, mais restent loin des performances du vivant dans beaucoup de ses aptitudes naturelles, en particulier sur son aptitude à apprendre rapidement à partir d'un faible volume d'information, selon le magazine Slate en 2019.
En 2017, des chercheurs de Google ont proposé l'architecture transformeur, qui a servi de base aux grands modèles de langage. En 2018, Yann Le Cun, Yoshua Bengio et Geoffrey Hinton ont remporté le prix Turing pour leurs travaux sur l'apprentissage profond,.
En 2022, des programmes générant des images à partir de descriptions textuelles, comme Midjourney ou DALL-E 2, se sont popularisés. La même année, l'agent conversationnel ChatGPT a connu une croissance inédite, gagnant un million d'utilisateurs en seulement cinq jours et cent millions d'utilisateurs en deux mois, ce qui a accentué un phénomène de « course » à l'IA. En 2023, les progrès rapides de l'IA ont suscité des inquiétudes quant à un potentiel risque d'extinction de l'humanité. Des modèles modèles de fondation « multimodaux », c'est-à-dire capables de traiter simultanément plusieurs modalités (texte, images, son) ont émergé, tels que Google Gemini et GPT-4o."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 19	
wikipedia_19	Intelligence artificielle	"Intelligence artificielle générale
L'intelligence artificielle générale (IAG) comprend tout système informatique capable d'effectuer ou d'apprendre pratiquement n'importe quelle tâche cognitive propre aux humains ou autres animaux. Elle peut alternativement être définie comme un système informatique surpassant les humains dans la plupart des tâches ayant un intérêt économique.
L'intelligence artificielle générale a longtemps été considérée comme un sujet purement spéculatif. Certains travaux de recherche ont déjà décrit GPT-4 comme ayant des « étincelles » d'intelligence artificielle générale,. Les experts en intelligence artificielle affichent de larges désaccords et incertitudes quant à la date potentielle de conception des premières intelligences artificielles générales (parfois appelées « intelligences artificielles de niveau humain »), leur impact sur la société, et leur potentiel à déclencher une « explosion d'intelligence ».
Un sondage de 2022 suggère que 90 % des experts en IA pensent que l'IAG a plus d'une chance sur deux d'être réalisée dans les 100 ans, autour d'une date médiane de 2061.
Une superintelligence artificielle est un type hypothétique d'intelligence artificielle générale dont les capacités intellectuelles dépasseraient de loin celles des humains les plus brillants. Le philosophe Nick Bostrom note que les machines disposent de certains avantages par rapport aux cerveaux humains, notamment en ce qui concerne la mémoire, la vitesse (la fréquence des processeurs étant de l'ordre de dix millions de fois plus élevée que celle des neurones biologiques) et la capacité à partager des connaissances."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 20	
wikipedia_20	Intelligence artificielle	"Tests
Dans ce contexte, un test est un moyen d'évaluer les capacités d'une intelligence artificielle à imiter certains comportements et raisonnements humains."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 21	
wikipedia_21	Intelligence artificielle	"Test de Turing
Dans le test de Turing, une machine et un humain répondent textuellement aux questions d'un interrogateur humain. L'interrogateur ne les voit pas mais doit déterminer à partir des réponses textuelles lequel des deux est la machine. Pour passer le test, la machine doit parvenir une bonne partie du temps à tromper l'interrogateur. Ce test a été conçu par Alan Turing en 1950 dans l'article « Computing Machinery and Intelligence ». Initialement appelé le « jeu de l'imitation », son but était de fournir une expérience concrète pour déterminer si les machines peuvent penser."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 22	
wikipedia_22	Intelligence artificielle	"Test du café
Imaginé par Steve Wozniak, le test du café consiste à placer un système intelligent dans un habitat américain moyen et à lui demander de faire un café. La réussite du test implique donc plusieurs tâches comme l'orientation dans un environnement inconnu, déduire le fonctionnement d'une machine, trouver les ustensiles nécessaires…"			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 23	
wikipedia_23	Intelligence artificielle	"Test de l'étudiant
Proposé par Ben Goertzel, le test de l'étudiant évalue la capacité d'un robot à s'inscrire dans un établissement d'enseignement supérieur, suivre les cours, passer les examens et obtenir le diplôme final."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 24	
wikipedia_24	Intelligence artificielle	"Test de l'embauche
Proposé par le chercheur Nils John Nilsson, le test de l'embauche consiste à faire postuler un système intelligent à un travail important pour l'économie, où il doit travailler au moins aussi bien qu'un humain."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 25	
wikipedia_25	Intelligence artificielle	"Personnalités
Prix Turing
Plusieurs prix Turing (ACM Turing Award) ont été attribués à des pionniers de l'intelligence artificielle, notamment :"			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 26	
wikipedia_26	Intelligence artificielle	"Marvin Minsky (1969) ;
John McCarthy (1971) ;
Allen Newell et Herbert Simon (1975) ;
Edward Feigenbaum et Raj Reddy (1994) ;
Judea Pearl (2011) ;
Yann Le Cun, Geoffrey Hinton et Yoshua Bengio (2019)."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 27	
wikipedia_27	Intelligence artificielle	"Autres personnalités
Claude Shannon, fondateur de la théorie de l'information, inventeur de la porte logique, concepteur de programmes d'échecs.
Rodney Brooks, un roboticien australien.
Demis Hassabis, cofondateur et PDG de DeepMind.
Ian Goodfellow, inventeur des réseaux antagonistes génératifs.
Andrew Ng, connu comme directeur scientifique de Baidu et comme créateur de Coursera.
Terry Winograd, pionnier en traitement automatique des langues.
Vladimir Vapnik, co-inventeur des machines à vecteurs de support.
Seymour Papert, ancien directeur du Laboratoire d'intelligence artificielle du MIT.
Jacques Pitrat, pionnier français en intelligence artificielle symbolique.
En 2023, le magazine Time publie une liste de 100 personnalités influentes du domaine de l'IA et leurs biographies."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 28	
wikipedia_28	Intelligence artificielle	"Domaines d'application
Les usages principaux qu'a successivement permis l'IA sont :"			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 29	
wikipedia_29	Intelligence artificielle	"la recherche, l'analyse statistique, l'interprétation, le diagnostic d'un certaine réalité sur la base de quantités croissantes de données d'abord textuelles, puis de photos, de vidéos et d'enregistrements sonores, collectés via le réseau Internet et par la capture de l'activité des internautes et autres utilisateurs de produits téléphoniques et informatiques.
la génération de contenus de plus en plus réalistes, vraisemblables ou non, permettant d'alimenter des discours apparemment documentés, et de créer des images ou des sons inspirés du réel.
L'IA permet d'effectuer différents types de tâches, dont :"			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 30	
wikipedia_30	Intelligence artificielle	"le partitionnement et la classification automatique ;
la reconnaissance de formes, des visages et la vision en général, etc. ;
l'intégration automatique d'informations provenant de sources hétérogènes, (fusion de données) ;
l'aide aux diagnostics et à la décision ;
l'assistance par des machines dans les tâches dangereuses, ou demandant une grande précision ;
l'automatisation de tâches ;
le traitement automatique des langues, notamment la traduction automatique, si possible en temps réel ou très légèrement différé ;
la reconnaissance automatique de la parole : conversion de parole en texte et le dialogue automatique : se faire comprendre en lui parlant ;
le raisonnement automatique (voir systèmes experts) ;
la composition musicale automatique (voir les travaux de René-Louis Baron et de l'Ircam ; vers 2016, les recherches de François Pachet portent le développement de flow machines telles que Deepbach,) ;
l'émotion artificielle (voir les travaux de Rosalind Picard sur l'émotion) et l'éventualité d'une subjectivité artificielle ;
la résolution de problèmes complexes, tels que les problèmes d'allocation de ressources.
En combinant différents algorithmes, on est passé en quelques années de la reconnaissance de l'écriture manuscrite sur des formulaires de chèques bancaires (années 1990), à l'optimisation d'itinéraires entre deux ou plusieurs points, tenant compte des voies disponibles, de la longueur et de la vitesse probable sur chacun des segments, du moyen de locomotion et de souhaits particuliers (éviter les péages, points de passage obligés, caractéristiques touristiques, etc.), puis à la reconnaissance automatisée de documents dactylographiés ou manuscrits, permettant ensuite de les classer selon leur nature avant de les transmettre à des agents spécialisés, humains ou automates, capables d'y apporter la suite appropriée (réponses prédéfinies ou déclenchement d'une chaine de traitements). Lorsque les algorithmes ne parviennent pas à interpréter les données avec un degré suffisant de certitude, ils sont généralement soumis à des humains. C'est alors qu'entre en ligne de compte l'apprentissage : en corrélant les différentes caractéristiques des données accumulées et des interprétations apportées ou corrigées par les agents humains, l'IA améliore progressivement ses facultés d'analyse jusqu'à ce que ses prédictions soient suffisamment fiables pour qu'il ne soit plus nécessaire de les faire vérifier par un humain. Il en va de même pour la plupart des situations où l'IA, par ses performances et son coût, surpasse l'humain dans l'analyse de textes, d'images fixes ou animées, d'enregistrements sonores, de données scientifiques, commerciales ou industrielles. L'accroissement des performances conjuguées des matériels et des algorithmes permet en outre de traiter en temps réels les flux de données comme la voix humaine et les images de caméras, ouvrant ainsi la voie à la traduction simultanée, la transcription textuelle, l'identification des individus, la détection de comportements anormaux ou illégaux, voire le dialogue avec des humains.
L'intelligence artificielle est désormais utilisée dans de nombreux domaines. Ses capacités permettent notamment d'automatiser et d'optimiser des tâches complexes, de traiter et d'analyser de vastes quantités de données, et d'améliorer la prise de décision. L'adoption de l'intelligence artificielle est en forte expansion dans les années 2020, stimulée par les avancées en intelligence artificielle générative, en particulier dans les grands modèles de langage, dont la polyvalence ouvre la voie à de nouveaux cas d'usage, ainsi que dans les domaines de la programmation informatique (génération de code), de l'image et du son  (photos et vidéos de synthèse, animation du visage en association avec la synthèse vocale) et dans la prévention et l'atténuation des risques (diagnostic médical, situations de crise, accidents industriels, catastrophes naturelles, etc.)."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 31	
wikipedia_31	Intelligence artificielle	"Finance et banques
Plusieurs grands noms de la finance se sont montrées intéressées par de telles technologies, avec des projets comme ceux de Bridgewater Associates où une intelligence artificielle va gérer entièrement un fonds ou encore la plateforme d'analyse prédictive Sidetrade.
Sont également développés des systèmes de trading algorithmique, dont les gains de vitesses permis par l'automatisation peuvent leur donner un avantage par rapport à des traders humains, en particulier grâce au trading à haute fréquence."			https://fr.wikipedia.org/wiki/Intelligence_artificielle	wikipedia	Section 32	
